Id,Number,State,Created At,Closed At,Created-Closed Time Difference(Days),Merged At,Username
32451883,60,closed,1427916365,1427916885,0.006018519,1427916885,user1
29024928,1,open,1423587966,1427916885,invalid,1427916885,user2
