Id,Number,State,Created At,Closed At,Merged At,Created-Closed Time Difference(Days),Username,Merged By
32451883,60,closed,2015-04-01T19:26:05Z,2015-04-01T19:34:45Z,2015-04-01T19:34:45Z,8.66666666667,user1,user1
29024928,1,open,2015-02-10T17:06:06Z,2015-04-01T19:34:45Z,2015-04-01T19:34:45Z,invalid,user3,user2
